Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
23,372,11/12/13,Community and Family Partnerships to Support Digital Learning,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2026,553
23,24,11/12/13,Community and Family Partnerships to Support Digital Learning,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2027,553
460,17,11/20/13,Community and Family Partnerships to Support Digital Learning,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2255,553
396,328,11/29/13,Community and Family Partnerships to Support Digital Learning,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2416,553
436,23,11/6/13,Lots of Different Things...that's what effective PD looks like,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,"How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning?<br/>
How do we make time for effective professional development?
",1886,554
119,23,11/7/13,Lots of Different Things...that's what effective PD looks like,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,"How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning?<br/>
How do we make time for effective professional development?
",1929,554
208,23,11/12/13,Lots of Different Things...that's what effective PD looks like,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,"How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning?<br/>
How do we make time for effective professional development?
",2022,554
375,23,11/12/13,Lots of Different Things...that's what effective PD looks like,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning? How do we make time for effective professional development?,2035,554
83,119,11/7/13,Sporadic,Teacher and Administrator Preparedness,Unit 5 - Teaching and Professional Learning,"How well prepared are teachers and administrators for the changes in their knowledge and practices required for a successful digital learning transition?<br/>
What are the predictors of teacher and administrator readiness for the digital learning transition?
",1906,555
292,83,11/13/13,Sporadic,Teacher and Administrator Preparedness,Unit 5 - Teaching and Professional Learning,How well prepared are teachers and administrators for the changes in their knowledge and practices required for a successful digital learning transition? What are the predictors of teacher and administrator readiness for the digital learning transition?,2067,555
268,302,11/7/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1907,556
213,302,11/7/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1914,556
158,213,11/7/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1917,556
24,302,11/9/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1971,556
310,302,11/10/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1984,556
157,310,11/12/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,2049,556
302,310,11/13/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,2060,556
229,302,11/19/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,2242,556
345,302,11/25/13,Acceptable Use and Responsible Use Policies,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,2372,556
158,155,11/7/13,Resources to Address Infrastructure & Technology Needs,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1918,557
155,310,11/8/13,Resources to Address Infrastructure & Technology Needs,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1960,557
310,155,11/10/13,Resources to Address Infrastructure & Technology Needs,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1981,557
380,310,11/15/13,Resources to Address Infrastructure & Technology Needs,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,2093,557
212,197,11/7/13,Better or Different?,Major challenges to making recommended changes?,Group M-N,,1920,558
212,19,11/7/13,"""Structured vs. Unstructured""",Formal vs. Informal PD,Unit 5 - Teaching and Professional Learning,"What role does informal PD play for teachers and administrators in the digital learning transition?<br/>
What do you think are the most meaningful informal PD opportunities?",1921,559
212,306,11/7/13,Teacher's Perspective,Most important changes needed in K-12 education?,Group M-N,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1923,560
119,158,11/7/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1934,561
303,158,11/9/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1964,561
26,158,11/10/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1987,561
246,158,11/11/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1991,561
246,26,11/11/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1992,561
23,158,11/12/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2029,561
157,158,11/12/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2048,561
26,157,11/25/13,Giving credits for students participating in MOOCs and other online learning?,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2379,561
125,83,11/7/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1940,562
271,83,11/10/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1977,562
83,125,11/10/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1978,562
26,83,11/10/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,1985,562
437,83,11/11/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2000,562
208,83,11/12/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2024,562
375,271,11/12/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2039,562
157,83,11/12/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2047,562
460,83,11/26/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2395,562
396,83,11/29/13,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2412,562
347,83,1/1/14,"Using ""Learning Time"" Wisely",Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2560,562
362,470,11/8/13,Culture Shift and NYTimes Article,Unit 2-3 Resources,Group A-L,Please add your comments about the resources and suggestions for additional ones.,1945,563
200,83,11/8/13,Curating Digital Content,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1962,564
267,83,11/9/13,Curating Digital Content,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1969,564
83,267,11/10/13,Curating Digital Content,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1979,564
437,83,11/11/13,Curating Digital Content,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements),Unit 6 - Selected Elements Discussions,,1998,564
379,19,11/9/13,Twitter with my morning coffee...,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,"How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning?<br/>
How do we make time for effective professional development?
",1966,565
292,19,11/13/13,Twitter with my morning coffee...,What Does Effective PD Look Like?,Unit 5 - Teaching and Professional Learning,How can effective professional development be provided to prepare teachers and administrators for the changing expectations involved in digital learning? How do we make time for effective professional development?,2073,565
302,198,11/9/13,Digital Instruction @ the Middle School Level,District,Goals & Challenges Statements,,1967,566
362,198,11/15/13,Digital Instruction @ the Middle School Level,District,Goals & Challenges Statements,,2095,566
110,198,12/28/13,Digital Instruction @ the Middle School Level,District,Goals & Challenges Statements,,2542,566
30,361,11/10/13,Gathering input and data to drive instructional decisions,Making informed instructional decisions (Data and Assessment planning element),Unit 6 - Selected Elements Discussions,,1990,567
157,30,11/12/13,Gathering input and data to drive instructional decisions,Making informed instructional decisions (Data and Assessment planning element),Unit 6 - Selected Elements Discussions,,2045,567
361,157,11/25/13,Gathering input and data to drive instructional decisions,Making informed instructional decisions (Data and Assessment planning element),Unit 6 - Selected Elements Discussions,,2369,567
387,223,11/11/13,Beyond the school walls: Like the Berlin Wall and Pink Floyd's movie The Wall...,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2004,568
223,387,11/11/13,Beyond the school walls: Like the Berlin Wall and Pink Floyd's movie The Wall...,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2009,568
160,223,12/5/13,Beyond the school walls: Like the Berlin Wall and Pink Floyd's movie The Wall...,Beyond the schools walls and schedules (Academic Supports and Use of Time planning elements),Unit 6 - Selected Elements Discussions,,2466,568
374,223,11/11/13,We emotions over take us.,Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",2011,569
374,292,11/11/13,"Technology, not new, just different",Unit 4: Lessons Learned about Digital Learning,Archive of Units 1-4 Discussions,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",2012,570
137,302,11/11/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced?  What recommendations do you have for effective leadership?,2015,571
223,137,11/12/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced?  What recommendations do you have for effective leadership?,2020,571
208,302,11/12/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced?  What recommendations do you have for effective leadership?,2025,571
137,208,11/12/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced?  What recommendations do you have for effective leadership?,2028,571
405,208,11/12/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced?  What recommendations do you have for effective leadership?,2030,571
23,208,11/12/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2037,571
267,208,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2050,571
84,302,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2051,571
266,84,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2055,571
23,84,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2056,571
477,302,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2071,571
195,302,11/13/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2078,571
125,302,11/14/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2080,571
23,125,11/15/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2087,571
158,302,11/17/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2113,571
437,302,11/17/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2123,571
419,302,11/17/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2129,571
183,84,11/17/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2133,571
183,302,11/17/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2134,571
267,419,11/18/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2151,571
310,302,11/18/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2153,571
405,302,11/18/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2184,571
125,23,11/19/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2235,571
288,84,11/20/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2259,571
417,137,12/8/13,"Getting Stakeholders (Teachers, Parents, Community Members) on Board",Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2475,571
351,302,11/12/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2031,572
233,302,11/12/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2032,572
484,302,11/12/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2033,572
63,302,11/12/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2036,572
41,302,11/12/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2040,572
23,351,11/13/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2057,572
125,302,11/13/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2062,572
477,302,11/13/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2069,572
195,351,11/13/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2079,572
125,477,11/14/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2081,572
26,233,11/15/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2092,572
246,302,11/16/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2096,572
303,484,11/16/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2104,572
158,26,11/17/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2112,572
388,302,11/17/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2117,572
419,302,11/17/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2132,572
405,419,11/18/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2182,572
466,302,11/19/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2209,572
229,388,11/20/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2280,572
167,302,11/20/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2294,572
317,302,11/21/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2306,572
436,302,11/22/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2315,572
271,302,11/22/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2317,572
183,63,11/22/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2318,572
417,302,12/8/13,Leadership Strategies that Work,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2474,572
23,17,11/13/13,Successful Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2058,573
266,17,11/14/13,Successful Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2082,573
158,266,11/17/13,Successful Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2115,573
310,17,11/18/13,Successful Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2152,573
161,161,11/13/13,Who owns the data?,Making informed instructional decisions (Data and Assessment planning element),Unit 6 - Selected Elements Discussions,,2061,574
292,44,11/13/13,Not Ready,Teacher and Administrator Preparedness,Unit 5 - Teaching and Professional Learning,How well prepared are teachers and administrators for the changes in their knowledge and practices required for a successful digital learning transition? What are the predictors of teacher and administrator readiness for the digital learning transition?,2068,575
292,98,11/13/13,Well Planned and Prepared but not supported,Teacher and Administrator Preparedness,Unit 5 - Teaching and Professional Learning,How well prepared are teachers and administrators for the changes in their knowledge and practices required for a successful digital learning transition?,2072,576
460,98,11/20/13,Well Planned and Prepared but not supported,Teacher and Administrator Preparedness,Unit 5 - Teaching and Professional Learning,How well prepared are teachers and administrators for the changes in their knowledge and practices required for a successful digital learning transition? What are the predictors of teacher and administrator readiness for the digital learning transition?,2257,576
477,137,11/13/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2074,577
158,137,11/17/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2116,577
437,137,11/17/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2122,577
158,437,11/17/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2128,577
419,137,11/17/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2130,577
183,477,11/17/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2136,577
229,137,11/20/13,Distributed Leadership,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2278,577
292,98,11/13/13,Learning by any means necessary,Formal vs. Informal PD,Unit 5 - Teaching and Professional Learning,What role does informal PD play for teachers and administrators in the digital learning transition? What do you think are the most meaningful informal PD opportunities?,2076,578
292,183,11/13/13,Meaningful and Informal Professional Learning,Formal vs. Informal PD,Unit 5 - Teaching and Professional Learning,What role does informal PD play for teachers and administrators in the digital learning transition? What do you think are the most meaningful informal PD opportunities?,2077,579
83,213,11/14/13,Submitting information and report summary question,Questions for the Developers of the Self-Assessment (Metiri Group),Root,,2083,580
361,213,11/16/13,Submitting information and report summary question,Questions for the Developers of the Self-Assessment (Metiri Group),Root,,2102,580
381,83,11/17/13,Submitting information and report summary question,Questions for the Developers of the Self-Assessment (Metiri Group),Root,,2150,580
302,125,11/15/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2084,581
23,125,11/15/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2088,581
119,125,11/15/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2089,581
419,125,11/17/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2131,581
183,125,11/17/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2135,581
125,125,11/18/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2169,581
405,183,11/18/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2183,581
119,183,11/18/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2191,581
229,125,11/20/13,Many Experts,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2279,581
137,186,11/15/13,Leadership is Leadership...Digital or Not,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2085,582
158,186,11/17/13,Leadership is Leadership...Digital or Not,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2114,582
183,186,11/17/13,Leadership is Leadership...Digital or Not,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2137,582
375,186,12/2/13,Leadership is Leadership...Digital or Not,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2448,582
342,186,12/9/13,Leadership is Leadership...Digital or Not,Unit 7: Leading Successful Digital Learning Initiatives,Root,What are the strengths and weaknesses of leadership approaches you have experienced? What recommendations do you have for effective leadership?,2484,582
23,125,11/15/13,Structuring Support Within the School for the Building of Online Classrooms,School Plans,Units 7 & 8: Submit & Review Plans Statements,,2086,583
30,125,11/16/13,Structuring Support Within the School for the Building of Online Classrooms,School Plans,Units 7 & 8: Submit & Review Plans Statements,,2099,583
